日期,股票代码,开盘,收盘,最高,最低,成交量
2024-09-19,688041,75.65,75.92,76.27,73.9,9365656.0
2024-09-20,688041,76.0,75.92,76.19,74.4,8777017.0
2024-09-23,688041,75.11,75.51,76.35,74.63,7143629.0
2024-09-24,688041,76.67,78.12,79.05,75.61,16729206.0
2024-09-25,688041,79.43,78.75,80.0,78.5,15692898.0
2024-09-26,688041,78.8,80.99,81.18,77.75,17656470.0
2024-09-27,688041,82.0,86.09,86.79,81.2,12566667.0
2024-09-30,688041,90.09,103.28,103.28,90.08,44184421.0
2024-10-08,688041,123.94,123.94,123.94,118.0,47248899.0
2024-10-09,688041,120.19,131.0,148.7,118.0,78096514.0
2024-10-10,688041,133.98,131.03,144.0,119.32,57916204.0
2024-10-11,688041,125.02,123.7,130.79,121.21,38857637.0
2024-10-14,688041,124.99,124.2,125.5,116.45,42710957.0
2024-10-15,688041,124.0,117.0,124.3,116.99,35780323.0
2024-10-16,688041,115.0,113.57,117.99,113.0,25167829.0
2024-10-17,688041,121.94,116.18,122.0,116.18,33150593.0
2024-10-18,688041,117.0,132.99,138.89,115.15,59997761.0
2024-10-21,688041,136.0,131.3,146.88,129.06,67436776.0
2024-10-22,688041,128.0,128.11,132.0,125.0,37190535.0
2024-10-23,688041,127.0,125.02,129.5,124.66,30178249.0
2024-10-24,688041,122.52,123.8,126.35,122.01,21396357.0
2024-10-25,688041,125.88,122.0,125.96,120.65,24973741.0
2024-10-28,688041,121.0,122.57,124.21,120.48,19549656.0
2024-10-29,688041,123.33,126.53,132.17,121.6,38573519.0
2024-10-30,688041,124.8,125.19,128.56,124.01,26948598.0
2024-10-31,688041,125.65,128.42,129.78,124.38,34571786.0
2024-11-01,688041,127.0,123.88,129.7,123.81,26503845.0
2024-11-04,688041,121.99,124.45,124.84,121.5,20141749.0
2024-11-05,688041,124.0,129.28,131.5,123.35,33088970.0
