observation_date,WPU102105
1994-10-01,120.500
1994-11-01,119.500
1994-12-01,117.000
1995-01-01,116.100
1995-02-01,116.200
1995-03-01,116.700
1995-04-01,118.900
1995-05-01,120.300
1995-06-01,118.800
1995-07-01,118.700
1995-08-01,118.200
1995-09-01,117.700
1995-10-01,118.400
1995-11-01,118.600
1995-12-01,118.900
1996-01-01,120.600
1996-02-01,124.500
1996-03-01,121.900
1996-04-01,121.300
1996-05-01,120.400
1996-06-01,118.800
1996-07-01,117.900
1996-08-01,119.200
1996-09-01,118.000
1996-10-01,117.300
1996-11-01,117.500
1996-12-01,113.900
1997-01-01,110.500
1997-02-01,105.700
1997-03-01,108.900
1997-04-01,106.800
1997-05-01,107.600
1997-06-01,106.500
1997-07-01,99.200
1997-08-01,101.100
1997-09-01,99.900
1997-10-01,101.800
1997-11-01,97.100
1997-12-01,89.600
1998-01-01,88.000
1998-02-01,93.500
1998-03-01,92.700
1998-04-01,95.400
1998-05-01,93.500
1998-06-01,92.600
1998-07-01,92.200
1998-08-01,88.600
1998-09-01,89.700
1998-10-01,92.000
1998-11-01,91.600
1998-12-01,91.500
1999-01-01,89.800
1999-02-01,90.700
1999-03-01,90.500
1999-04-01,89.200
1999-05-01,88.600
1999-06-01,81.600
1999-07-01,81.400
1999-08-01,81.600
1999-09-01,80.600
1999-10-01,97.900
1999-11-01,89.200
1999-12-01,86.000
2000-01-01,86.600
2000-02-01,92.200
2000-03-01,88.700
2000-04-01,86.200
2000-05-01,85.100
2000-06-01,88.500
2000-07-01,86.600
2000-08-01,84.100
2000-09-01,84.200
2000-10-01,82.700
2000-11-01,81.400
2000-12-01,83.300
2001-01-01,81.400
2001-02-01,80.500
2001-03-01,82.900
2001-04-01,78.400
2001-05-01,82.200
2001-06-01,82.700
2001-07-01,81.900
2001-08-01,84.200
2001-09-01,86.900
2001-10-01,87.300
2001-11-01,85.100
2001-12-01,83.100
2002-01-01,86.900
2002-02-01,91.000
2002-03-01,89.800
2002-04-01,91.400
2002-05-01,94.000
2002-06-01,96.600
2002-07-01,95.800
2002-08-01,94.900
2002-09-01,97.400
2002-10-01,96.700
2002-11-01,96.800
2002-12-01,98.600
2003-01-01,106.100
2003-02-01,111.800
2003-03-01,105.800
2003-04-01,98.700
2003-05-01,105.100
2003-06-01,108.400
2003-07-01,105.200
2003-08-01,108.700
2003-09-01,115.300
2003-10-01,113.700
2003-11-01,116.600
2003-12-01,122.500
2004-01-01,128.000
2004-02-01,123.300
2004-03-01,121.500
2004-04-01,125.300
2004-05-01,115.000
2004-06-01,116.500
2004-07-01,122.100
2004-08-01,120.400
2004-09-01,122.500
2004-10-01,126.500
2004-11-01,131.600
2004-12-01,133.300
2005-01-01,128.300
2005-02-01,127.000
2005-03-01,133.600
2005-04-01,128.800
2005-05-01,128.600
2005-06-01,127.400
2005-07-01,127.800
2005-08-01,134.100
2005-09-01,135.500
2005-10-01,141.300
2005-11-01,140.700
2005-12-01,157.100
2006-01-01,160.600
2006-02-01,165.800
2006-03-01,162.400
2006-04-01,176.800
2006-05-01,211.700
2006-06-01,181.200
2006-07-01,188.200
2006-08-01,190.300
2006-09-01,181.900
2006-10-01,168.700
2006-11-01,188.800
2006-12-01,190.500
2007-01-01,183.200
2007-02-01,198.500
2007-03-01,195.000
2007-04-01,202.600
2007-05-01,199.900
2007-06-01,195.600
2007-07-01,196.200
2007-08-01,199.600
2007-09-01,209.300
2007-10-01,219.100
2007-11-01,237.700
2007-12-01,238.000
2008-01-01,213.300
2008-02-01,222.700
2008-03-01,235.700
2008-04-01,221.900
2008-05-01,209.400
2008-06-01,215.000
2008-07-01,233.500
2008-08-01,207.000
2008-09-01,194.800
2008-10-01,213.400
2008-11-01,180.000
2008-12-01,191.900
2009-01-01,204.000
2009-02-01,224.900
2009-03-01,227.300
2009-04-01,219.000
2009-05-01,223.400
2009-06-01,238.200
2009-07-01,229.600
2009-08-01,236.000
2009-09-01,245.900
2009-10-01,259.400
2009-11-01,275.200
2009-12-01,281.900
2010-01-01,283.300
2010-02-01,270.600
2010-03-01,279.900
2010-04-01,283.700
2010-05-01,292.500
2010-06-01,302.300
2010-07-01,296.300
2010-08-01,295.600
2010-09-01,314.300
2010-10-01,334.600
2010-11-01,345.900
2010-12-01,349.900
2011-01-01,348.000
2011-02-01,350.000
2011-03-01,361.300
2011-04-01,377.000
2011-05-01,388.800
2011-06-01,392.600
2011-07-01,405.300
2011-08-01,440.800
2011-09-01,473.200
2011-10-01,431.300
2011-11-01,453.900
2011-12-01,423.700
2012-01-01,420.200
2012-02-01,440.000
2012-03-01,434.500
2012-04-01,423.800
2012-05-01,401.700
2012-06-01,410.600
2012-07-01,404.200
2012-08-01,409.100
2012-09-01,442.100
2012-10-01,448.400
2012-11-01,440.100
2012-12-01,435.800
2013-01-01,428.300
2013-02-01,421.000
2013-03-01,409.800
2013-04-01,401.700
2013-05-01,364.400
2013-06-01,348.100
2013-07-01,325.300
2013-08-01,337.500
2013-09-01,348.400
2013-10-01,331.400
2013-11-01,331.100
2013-12-01,318.300
2014-01-01,312.600
2014-02-01,323.300
2014-03-01,338.500
2014-04-01,332.500
2014-05-01,326.900
2014-06-01,317.400
2014-07-01,333.400
2014-08-01,329.000
2014-09-01,321.200
2014-10-01,309.900
2014-11-01,300.000
2014-12-01,302.700
2015-01-01,305.900
2015-02-01,314.900
2015-03-01,299.900
2015-04-01,302.800
2015-05-01,301.000
2015-06-01,297.100
2015-07-01,293.500
2015-08-01,277.400
2015-09-01,279.700
2015-10-01,290.500
2015-11-01,280.100
2015-12-01,276.200
